date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:39	115065/115065	---MCZ	200	added ('OK')	image/png	date:Sun,%2008%20Sep%202024%2003:57:00%20GMT	https://w.ladicdn.com/s750x400/5e51ff6161a254079fc6d2ed/r1-_1_-20231009141100-mkdfy.png	/var/www/copy-web/weddding2/w.ladicdn.com/s750x400/5e51ff6161a254079fc6d2ed/r1-_1_-20231009141100-mkdfy.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:41	159109/159109	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2003:56:08%20GMT	https://w.ladicdn.com/s700x900/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-34-20231009123127-em5lv.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s700x900/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-34-20231009123127-em5lv.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:41	148591/148591	---MCZ	200	added ('OK')	image/png	date:Sun,%2008%20Sep%202024%2003:57:00%20GMT	https://w.ladicdn.com/s550x450/5e51ff6161a254079fc6d2ed/2023-1311-20231009123126-gqhgr.png	/var/www/copy-web/weddding2/w.ladicdn.com/s550x450/5e51ff6161a254079fc6d2ed/2023-1311-20231009123126-gqhgr.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:42	3336/3336	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2007%20Jun%202024%2002:01:36%20GMT	https://g.ladicdn.com/tracking/5e51ff6161a254079fc6d2ed-647335fbd3b64a00123b4232.js	/var/www/copy-web/weddding2/g.ladicdn.com/tracking/5e51ff6161a254079fc6d2ed-647335fbd3b64a00123b4232.js	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:43	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2030%20Sep%202024%2004:08:42%20GMT	https://fonts.googleapis.com/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:43	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2004:08:43%20GMT	https://fonts.gstatic.com/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:45	614/614	---M--	404	error ('Not%20Found')	text/html	etag:%225cee3413-266%22	https://w.ladicdn.com/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:46	6/6	---MC-	500	error ('Internal%20Server%20Error')	image/jpeg	date:Mon,%2030%20Sep%202024%2004:08:45%20GMT	https://w.ladicdn.com/	/var/www/copy-web/weddding2/w.ladicdn.com/index.html	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:46	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2030%20Sep%202024%2004:08:45%20GMT	https://s.ladicdn.com/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:47	42/42	---M--	403	error ('Forbidden')	application/json	date:Mon,%2030%20Sep%202024%2004:08:46%20GMT	https://api1.ldpform.com/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
